geneEntrezID	geneName	stat	dbsnp	snpcnt	bin	chr	startpos	endpos	length	strand
140699	MROH8	0.22213	rs1780671	9	6	20	35729629	35807974	78346	-1
1407	CRY1	0.15978	rs11113181	20	10	12	107385142	107487635	102494	-1
140701	ABHD16B	0.10524	rs2427540	1	1	20	62492566	62494341	1776	1
140706	CCM2L	0.08268	rs17093749	5	4	20	30598245	30619984	21740	1
140707	BRI3BP	0.32145	rs3751184	14	8	12	125478194	125510349	32156	1
140710	SOGA1	0.6395	rs11697412	4	4	20	35405845	35492087	86243	-1
140711	C20orf118	0.23557	rs1291133	4	4	20	35504570	35522632	18063	1
140730	RIMS4	0.11976	rs2868160	16	9	20	43380445	43438979	58535	-1
140731	ANKRD60	0.12804	rs644239	24	11	20	56793551	56804039	10489	-1
140732	SUN5	0.09865	rs1543572	6	5	20	31571581	31592239	20659	-1
140733	MACROD2	0.77372	rs6079910	651	15	20	13976146	16033842	2057697	1
140735	DYNLL2	0.12326	rs16942695	9	6	17	56160780	56167618	6839	1
140738	TMEM37	0.09439	rs2579633	7	5	2	120189446	120196096	6651	1
140739	UBE2F	0.6754	rs821501	31	12	2	238875587	238951423	75837	1
140766	ADAMTS14	0.12889	rs12569953	50	14	10	72432559	72522197	89639	1
140767	NRSN1	0.17114	rs1936390	24	11	6	24126414	24147757	21344	1
140775	SMCR8	0.07806	rs16961153	2	2	17	18218594	18231370	12777	1
140776	SMCR9	0.13772	rs11869428	27	12	17	17322658	17326728	4071	1
1408	CRY2	0.0885	rs2090602	10	7	11	45868669	45904799	36131	1
140801	RPL10L	0.13693	rs1870886	24	11	14	47120216	47121028	813	-1
140803	TRPM6	0.31591	rs41344048	38	13	9	77337411	77503010	165600	-1
140807	KRT72	0.30678	rs12818575	12	8	12	52979373	52995322	15950	-1
140809	SRXN1	0.11273	rs6116853	9	6	20	627259	633890	6632	-1
140831	ZSWIM3	0.32257	rs1967656	6	5	20	44486220	44507770	21551	1
140832	WFDC10A	0.23172	rs1487325	2	2	20	44258385	44259831	1447	1
140836	BANF2	0.22885	rs7263475	43	13	20	17674320	17716517	42198	1
140838	NANP	0.14082	rs6083897	7	5	20	25593571	25604648	11078	-1
140850	DEFB127	0.13438	rs6086092	16	9	20	138186	139804	1619	1
140856	SCP2D1	0.08997	rs1053834	1	1	20	18794370	18795036	667	1
140862	ISM1	0.43871	rs6079001	68	14	20	13202418	13281297	78880	1
140870	WFDC6	0.09337	rs2103658	2	2	20	44162836	44168134	5299	-1
140873	C20orf173	0.20883	rs6060448	2	2	20	34108569	34117481	8913	-1
140876	FAM65C	0.11043	rs6096022	9	6	20	49202645	49253426	50782	-1
140880	CST11	0.13121	rs2424559	9	6	20	23431041	23433482	2442	-1
140881	DEFB129	0.14082	rs6074947	13	8	20	207899	210527	2629	1
140883	ZNF280B	0.10447	rs398182	6	5	22	22838767	22863505	24739	-1
140885	SIRPA	0.52586	rs1438108	39	13	20	1874813	1920540	45728	1
140886	PABPC5	0.10648	rs7062171	24	11	X	90689597	90693583	3987	1
140890	SREK1	0.34571	rs16894938	22	11	5	65440046	65479444	39399	1
140893	RBBP8NL	0.10736	rs6089369	11	7	20	60985293	61002629	17337	-1
140894	CNBD2	0.41046	rs17093270	11	7	20	34556529	34618622	62094	1
1409	CRYAA	0.10137	rs2212838	8	6	21	44589141	44592913	3773	1
140901	STK35	0.34017	rs1610304	70	14	20	2082528	2129201	46674	1
140902	R3HDML	0.11741	rs2868093	5	4	20	42965626	42979875	14250	1
140947	C5orf20	0.10584	rs6874297	22	11	5	134779904	134783038	3135	-1
141	ADPRH	0.13409	rs4407429	10	7	3	119298523	119308792	10270	1
1410	CRYAB	0.08301	rs11214036	2	2	11	111779350	111782473	3124	-1
1411	CRYBA1	0.09793	rs16964890	4	4	17	27573875	27581512	7638	1
1413	CRYBA4	0.12074	rs5752378	14	8	22	27017928	27026636	8709	1
1414	CRYBB1	0.11107	rs5752351	8	6	22	26995362	27013991	18630	-1
1415	CRYBB2	0.11107	rs4822578	24	11	22	25615612	25627836	12225	1
1417	CRYBB3	0.11319	rs4820621	4	4	22	25595825	25603324	7500	1
1418	CRYGA	0.1074	rs12468216	8	6	2	209025464	209028297	2834	-1
1419	CRYGB	0.63759	rs4338947	8	6	2	209007297	209010877	3581	-1
142	PARP1	0.13338	rs10915985	45	13	1	226548392	226595801	47410	-1
1420	CRYGC	0.12567	rs4263096	8	6	2	208992861	208994554	1694	-1
1421	CRYGD	0.16221	rs12468359	19	10	2	208986331	208989313	2983	-1
142679	DUSP19	0.11929	rs16823717	8	6	2	183943287	183964736	21450	1
142683	ITLN2	0.21567	rs12403334	15	9	1	160914816	160924589	9774	-1
142684	RAB40A	0.1671	rs5987541	4	4	X	102754681	102774417	19737	-1
142685	ASB15	0.25703	rs12706542	9	6	7	123249112	123277932	28821	1
142686	ASB14	0.10039	rs12488822	3	3	3	57302379	57326710	24332	-1
1427	CRYGS	0.16907	rs3941831	24	11	3	186256232	186262167	5936	-1
1428	CRYM	0.15743	rs7194883	13	8	16	21269839	21314404	44566	-1
142827	C10orf129	0.09354	rs585381	7	5	10	96953957	96988686	34730	1
142891	SAMD8	0.42972	rs2395198	10	7	10	76871393	76941881	70489	1
1429	CRYZ	0.54436	rs728547	10	7	1	75171170	75199092	27923	-1
142910	LIPJ	0.16883	rs7071218	6	5	10	90346519	90366733	20215	1
142940	TRUB1	0.10603	rs808411	4	4	10	116697952	116737439	39488	1
143	PARP4	0.20517	rs7988233	47	13	13	24995069	25086948	91880	-1
143098	MPP7	0.43379	rs2243402	82	15	10	28339922	28571067	231146	-1
1431	CS	0.10255	rs3816804	9	6	12	56665483	56694175	28693	-1
143162	FRMPD2	0.28968	rs769009	32	12	10	49364602	49482941	118340	-1
143187	VTI1A	0.18343	rs12415557	88	15	10	114206756	114578503	371748	1
1432	MAPK14	0.35064	rs9357207	14	8	6	35995454	36079013	83560	1
143241	DYDC1	0.26776	rs1934697	5	4	10	82095861	82116514	20654	-1
143244	EIF5AL1	0.16608	rs1250961	7	5	10	81272357	81276196	3840	1
143279	HECTD2	0.12289	rs11186608	6	5	10	93170096	93274520	104425	1
143282	FGFBP3	0.09477	rs10881991	2	2	10	93666345	93669258	2914	-1
143379	C10orf82	0.19076	rs880887	12	8	10	118423207	118429481	6275	-1
143384	CACUL1	0.21523	rs10749270	45	13	10	120440494	120514758	74265	-1
1434	CSE1L	0.10001	rs3092039	13	8	20	47662783	47713497	50715	1
143425	SYT9	0.41198	rs11041392	107	15	11	7273181	7490276	217096	1
143458	LDLRAD3	0.27642	rs6484818	149	15	11	35965612	36252841	287230	1
143471	PSMA8	0.10792	rs9950432	11	7	18	23713816	23773319	59504	1
143496	OR52B4	0.09587	rs10835979	4	4	11	4388493	4389616	1124	-1
1435	CSF1	0.1524	rs7522621	30	12	1	110453233	110473616	20384	1
143501	C11orf40	0.2395	rs17313216	8	6	11	4592653	4599050	6398	-1
143502	OR52I2	0.09274	rs984496	3	3	11	4608021	4609135	1115	1
143503	OR51E1	0.10195	rs9651648	22	11	11	4665156	4676718	11563	1
143570	XRRA1	0.64159	rs7125269	16	9	11	74551955	74660232	108278	-1
1436	CSF1R	0.12903	rs7719910	30	12	5	149432854	149492935	60082	-1
143630	UBQLNL	0.25223	rs10838263	21	10	11	5535623	5537956	2334	-1
143662	MUC15	0.09477	rs293980	5	4	11	26580579	26593815	13237	-1
143684	FAM76B	0.12647	rs4298858	21	10	11	95502106	95522954	20849	-1
143686	SESN3	0.13693	rs10466336	39	13	11	94906133	94964246	58114	-1
143689	PIWIL4	0.34805	rs7110345	49	14	11	94300474	94354587	54114	1
1437	CSF2	0.12762	rs27879	16	9	5	131409485	131411863	2379	1
143872	ARHGAP42	0.15311	rs12221817	103	15	11	100558407	100861656	303250	1
143879	KBTBD3	0.1004	rs6591148	5	4	11	105921825	105948465	26641	-1
143884	CWF19L2	0.1825	rs17106983	45	13	11	107197071	107328572	131502	-1
143888	KDELC2	0.11026	rs11212676	3	3	11	108342833	108369159	26327	-1
1439	CSF2RB	0.20516	rs5756391	23	11	22	37309675	37336481	26807	1
1440	CSF3	0.09793	rs8078723	1	1	17	38171614	38174066	2453	1
144097	C11orf84	0.13936	rs626333	3	3	11	63580923	63595190	14268	1
1441	CSF3R	0.12005	rs3917984	12	8	1	36931644	36948915	17272	-1
144100	PLEKHA7	0.27687	rs12577561	96	15	11	16809207	17035963	226757	-1
144108	SPTY2D1	0.09706	rs11024739	6	5	11	18627948	18656020	28073	-1
144110	TMEM86A	0.51775	rs11024765	6	5	11	18720351	18726332	5982	1
144124	OR10A5	0.13577	rs11041042	18	10	11	6866914	6867867	954	1
144125	OR2AG1	0.12902	rs1449140	9	6	11	6806248	6807245	998	1
144132	DNHD1	0.22122	rs7928490	33	12	11	6518526	6593255	74730	1
144165	PRICKLE1	0.10515	rs2924131	49	14	12	42852140	42983572	131433	-1
144193	AMDHD1	0.25627	rs2043608	9	6	12	96337071	96362370	25300	1
144195	SLC2A14	0.32736	rs2098247	19	10	12	7966397	8025495	59099	-1
1442	CSH1	0.08143	rs2854160	1	1	17	61972268	61974021	1754	-1
144203	OVOS2	0.29457	rs12580607	42	13	12	31267684	31359088	91405	-1
144233	BCDIN3D	0.25986	rs4898534	4	4	12	50229826	50236912	7087	-1
144245	ALG10B	0.17846	rs7955128	18	10	12	38710557	38723528	12972	1
1443	CSH2	0.18916	rs2584608	4	4	17	61949372	61951089	1718	-1
144321	GLIPR1L2	0.09763	rs12305941	15	9	12	75784850	75826177	41328	1
144347	FAM101A	0.12375	rs904648	10	7	12	124773710	124800570	26861	1
144348	ZNF664	0.08904	rs4765148	13	8	12	124457762	124499986	42225	1
144363	LYRM5	0.0857599999999999	rs10842504	4	4	12	25348150	25357949	9800	1
1444	CSHL1	0.212	rs2665846	2	2	17	61986965	61988618	1654	-1
144402	CPNE8	0.2096	rs1486342	67	14	12	39046002	39299420	253419	-1
144404	TMEM120B	0.09899	rs2669166	11	7	12	122150658	122219974	69317	1
144406	WDR66	0.12093	rs11043249	17	9	12	122356463	122441833	85371	1
144423	GLT1D1	0.17386	rs7295557	62	14	12	129338081	129469509	131429	1
144448	TSPAN19	0.11962	rs1404868	7	5	12	85408094	85430055	21962	-1
144453	BEST3	0.13436	rs775492	46	13	12	70047389	70093196	45808	-1
144455	E2F7	0.64677	rs310797	42	13	12	77415026	77459360	44335	-1
1445	CSK	0.0799800000000001	rs1378942	1	1	15	75074425	75095539	21115	1
144501	KRT80	0.4762	rs10444538	22	11	12	52562780	52585784	23005	-1
144535	C12orf55	0.33556	rs815911	50	14	12	96883388	97022570	139183	1
144568	A2ML1	0.47298	rs17792974	22	11	12	8975150	9029381	54232	1
144577	C12orf66	0.12235	rs12581277	13	8	12	64586419	64616076	29658	-1
1446	CSN1S1	0.09695	rs11947318	9	6	4	70796799	70812288	15490	1
144608	C12orf60	0.21493	rs11610238	1	1	12	14956506	14976792	20287	1
144699	FBXL14	0.19384	rs11061829	18	10	12	1675159	1703331	28173	-1
1447	CSN2	0.08719	rs9994584	2	2	4	70820974	70826726	5753	-1
144717	FAM109A	0.50835	rs10849943	2	2	12	111798455	111806925	8471	-1
1448	CSN3	0.21363	rs1828825	21	10	4	71108333	71117145	8813	1
144809	FAM216B	0.10657	rs1535904	43	13	13	43355686	43365685	10000	1
144811	LACC1	0.1151	rs7994883	11	7	13	44453420	44468068	14649	1
144983	HNRNPA1L2	0.10657	rs9526951	4	4	13	53191605	53217919	26315	1
145173	B3GALTL	0.14912	rs7997689	45	13	13	31774112	31906413	132302	1
1452	CSNK1A1	0.1873	rs2431718	13	8	5	148874845	148931007	56163	-1
145226	RDH12	0.12343	rs12882315	12	8	14	68168603	68201168	32566	1
145258	GSC	0.13496	rs10129651	32	12	14	95234560	95236499	1940	-1
145264	SERPINA12	0.13066	rs6575436	32	12	14	94953620	94984181	30562	-1
145270	PRIMA1	0.59267	rs4905089	43	13	14	94184644	94254766	70123	-1
145282	MIPOL1	0.14339	rs1950526	45	13	14	37667118	38020464	353347	1
1453	CSNK1D	0.08357	rs4789846	2	2	17	80200537	80231594	31058	-1
145376	PPP1R36	0.0913	rs10151656	19	10	14	65016620	65056096	39477	1
145389	SLC38A6	0.08166	rs719511	9	6	14	61447832	61550451	102620	1
1454	CSNK1E	0.13646	rs135736	12	8	22	38686697	38714089	27393	-1
145407	C14orf37	0.41162	rs11846813	77	14	14	58470808	58618847	148040	-1
145447	ABHD12B	0.23613	rs17720642	12	8	14	51338878	51371688	32811	1
145482	PTGR2	0.13496	rs1860139	13	8	14	74318534	74352168	33635	1
145483	FAM161B	0.11918	rs12881125	5	4	14	74399695	74417117	17423	-1
145497	C14orf166B	0.39514	rs8008960	41	13	14	77292725	77336645	43921	1
1455	CSNK1G2	0.11904	rs17684904	5	4	19	1941161	1981337	40177	1
145501	ISM2	0.13496	rs11622359	5	4	14	77940737	77965210	24474	-1
145508	CEP128	0.14747	rs2122425	98	15	14	80962821	81405884	443064	-1
145567	TTC7B	0.19534	rs8003729	96	15	14	91006932	91282761	275830	-1
145581	LRFN5	0.14422	rs11849637	88	15	14	42076764	42373752	296989	1
1456	CSNK1G3	0.50532	rs7714655	29	12	5	122847793	122952739	104947	1
145645	C15orf43	0.08761	rs397358	5	4	15	45248900	45271421	22522	1
1457	CSNK2A1	0.13121	rs4815701	24	11	20	463338	524482	61145	-1
145741	C2CD4A	0.13305	rs7178540	27	12	15	62359176	62363116	3941	1
145748	LYSMD4	0.1453	rs11853793	19	10	15	100267610	100273626	6017	-1
145773	FAM81A	0.45853	rs13329098	40	13	15	59730372	59815751	85380	1
145781	GCOM1	0.23951	rs12148258	48	14	15	57884102	58009755	125654	1
145814	PGPEP1L	0.16155	rs2654974	25	11	15	99511459	99551024	39566	-1
145853	C15orf61	0.09679	rs884326	4	4	15	67813522	67819641	6120	1
145858	C15orf32	0.1453	rs7178722	24	11	15	93014907	93044347	29441	1
145864	HAPLN3	0.09996	rs4932440	9	6	15	89420519	89438770	18252	-1
145873	MESP2	0.08314	rs12900413	3	3	15	90319589	90321985	2397	1
1459	CSNK2A2	0.1453	rs2259741	25	11	16	58191811	58231782	39972	-1
145942	TMCO5A	0.14164	rs6495932	21	10	15	38227457	38243623	16167	1
145946	SPATA8	0.17693	rs4965136	28	12	15	97326676	97328845	2170	1
145957	NRG4	0.09309	rs10851884	2	2	15	76234314	76304785	70472	-1
146	ADRA1D	0.26498	rs6052484	29	12	20	4201278	4229659	28382	-1
1460	CSNK2B	0.14107	rs805268	1	1	6	31633657	31637843	4187	1
146050	ZSCAN29	0.49159	rs2278860	1	1	15	43650370	43662258	11889	-1
146057	TTBK2	0.29326	rs4924696	15	9	15	43036536	43213007	176472	-1
146059	CDAN1	0.09088	rs16957091	1	1	15	43015760	43029417	13658	-1
146167	SLC38A8	0.14817	rs17724230	29	12	16	84043389	84075762	32374	-1
146177	VWA3A	0.12851	rs1469111	3	3	16	22103863	22168287	64425	1
146183	OTOA	0.21751	rs8050407	12	8	16	21689835	21772050	82216	1
146198	ZFP90	0.12754	rs1728785	14	8	16	68573661	68601039	27379	1
1462	VCAN	0.36143	rs160380	64	14	5	82767493	82878122	110630	1
146223	CMTM4	0.11799	rs165203	18	10	16	66648653	66730610	81958	-1
146227	BEAN1	0.10177	rs16956585	16	9	16	66461200	66527432	66233	1
146279	TEKT5	0.26872	rs9940914	37	13	16	10721361	10788802	67442	-1
1463	NCAN	0.0936900000000001	rs4563151	2	2	19	19322782	19363061	40280	1
146325	C16orf11	0.07769	rs7203312	1	1	16	610422	615529	5108	1
146330	FBXL16	0.09015	rs4984684	1	1	16	742500	755825	13326	-1
146378	C16orf92	0.0781500000000001	rs4788212	1	1	16	30034655	30036023	1369	1
146395	GSG1L	0.24312	rs749755	114	15	16	27798850	28074830	275981	-1
1464	CSPG4	0.19807	rs11634290	6	5	15	75966663	76005189	38527	-1
146429	SLC22A31	0.0997400000000001	rs1112462	5	4	16	89262169	89266529	4361	-1
146433	IL34	0.12535	rs6499324	12	8	16	70613798	70694585	80788	1
146434	ZNF597	0.13859	rs12737	7	5	16	3486110	3493490	7381	-1
146456	TMED6	0.15507	rs153060	1	1	16	69377149	69385712	8564	-1
1465	CSRP1	0.18147	rs17428998	34	12	1	201452658	201476387	23730	-1
146547	PRSS36	0.10447	rs12102776	1	1	16	31150247	31161415	11169	-1
146556	C16orf89	0.08446	rs882294	3	3	16	5094123	5116146	22024	-1
146562	C16orf71	0.11587	rs2075469	3	3	16	4784289	4799397	15109	1
1466	CSRP2	0.11348	rs2071326	6	5	12	77252496	77272799	20304	-1
146664	MGAT5B	0.17934	rs6501926	55	14	17	74864798	74946471	81674	1
146691	TOM1L2	0.09201	rs8079321	10	7	17	17746822	17875784	128963	-1
146712	B3GNTL1	0.12225	rs7222745	33	12	17	80901667	81009686	108020	-1
146713	RBFOX3	0.17013	rs2703519	96	15	17	77085427	77303909	218483	-1
146722	CD300LF	0.2207	rs4789092	2	2	17	72690452	72709108	18657	-1
146723	C17orf77	0.11872	rs12453454	5	4	17	72581057	72590348	9292	1
146754	DNAH2	0.19229	rs12453814	16	9	17	7623039	7737058	114020	1
146760	RTN4RL1	0.24623	rs12938667	15	9	17	1837971	1928178	90208	-1
146779	EFCAB3	0.23008	rs2009866	13	8	17	60447579	60493840	46262	1
1468	SLC25A10	0.1039	rs12449687	1	1	17	79679266	79688046	8781	1
146802	SLC47A2	0.43519	rs12945122	6	5	17	19581628	19620043	38416	-1
146822	CDRT15	0.10998	rs16949319	17	9	17	14139173	14140150	978	-1
146845	WDR16	0.30254	rs12453336	6	5	17	9479944	9546776	66833	1
146849	CCDC42	0.0942499999999999	rs7219141	30	12	17	8633246	8648154	14909	-1
146850	PIK3R6	0.14896	rs11659127	17	9	17	8706055	8770994	64940	-1
146852	ODF4	0.09165	rs8070926	5	4	17	8243188	8249363	6176	1
146853	C17orf50	0.08004	rs1994182	1	1	17	34087916	34092098	4183	1
146857	SLFN13	0.09121	rs8069504	6	5	17	33762115	33775856	13742	-1
146861	SLC35G3	0.09989	rs9303683	7	5	17	33519539	33521412	1874	-1
146862	UNC45B	0.09918	rs16970673	14	8	17	33474836	33516364	41529	1
1469	CST1	0.11273	rs6114237	30	12	20	23728190	23731574	3385	-1
146909	KIF18B	0.0818	rs12941574	3	3	17	43002079	43025079	23001	-1
146923	RUNDC1	0.16297	rs12944462	2	2	17	41132582	41145707	13126	1
146956	EME1	0.0854	rs3760413	2	2	17	48450581	48458820	8240	1
147	ADRA1B	0.26916	rs17057303	25	11	5	159343740	159400017	56278	1
1470	CST2	0.29109	rs6138110	31	12	20	23804404	23807312	2909	-1
147011	PROCA1	0.08656	rs9893008	1	1	17	27030534	27038872	8339	-1
147040	KCTD11	0.08102	rs3809830	1	1	17	7255208	7258263	3056	1
1471	CST3	0.1541	rs2424591	10	7	20	23614294	23618574	4281	-1
147111	NOTUM	0.0777099999999999	rs4239275	1	1	17	79910383	79919057	8675	-1
147138	TMC8	0.115	rs7208422	5	4	17	76126859	76139049	12191	1
147166	TRIM16L	0.08221	rs234607	1	1	17	18625402	18639431	14030	1
147179	WIPF2	0.09121	rs4077125	3	3	17	38375574	38438439	62866	1
147183	KRT25	0.15938	rs10491125	12	8	17	38904273	38911584	7312	-1
147184	TMEM99	0.13671	rs2469827	9	6	17	38975344	38992526	17183	1
1472	CST4	0.0946	rs7263473	7	5	20	23666277	23669662	3386	-1
1473	CST5	0.09288	rs6049205	21	10	20	23856572	23860380	3809	-1
147323	STARD6	0.0842000000000001	rs665445	1	1	18	51851062	51880943	29882	-1
147339	C18orf25	0.26753	rs8089153	22	11	18	43753988	43846955	92968	1
147372	CCBE1	0.65743	rs656008	177	15	18	57098171	57364644	266474	-1
147381	CBLN2	0.10792	rs686105	21	10	18	70203915	70211723	7809	-1
1474	CST6	0.10633	rs655744	2	2	11	65779462	65780976	1515	1
147407	SLC25A52	0.12076	rs4799317	17	9	18	29339659	29340843	1185	-1
147409	DSG4	0.12556	rs1031732	12	8	18	28956740	28993880	37141	1
147463	ANKRD29	0.17555	rs2298701	12	8	18	21179977	21242849	62873	-1
147495	APCDD1	0.5345	rs17542285	49	14	18	10454625	10488698	34074	1
1475	CSTA	0.46538	rs13068893	13	8	3	122044011	122060816	16806	1
1476	CSTB	0.1768	rs743466	6	5	21	45193546	45196256	2711	-1
147645	VSIG10L	0.0968	rs7255412	1	1	19	51834795	51845378	10584	-1
147646	LOC147646	0.09148	rs10419880	3	3	19	51891543	51893828	2286	-1
147657	ZNF480	0.13897	rs321935	2	2	19	52800426	52829175	28750	1
147658	ZNF534	0.09615	rs2434459	3	3	19	52934667	52942699	8033	1
147660	ZNF578	0.19607	rs172956	17	9	19	52956829	53020131	63303	1
147664	ERVV-1	0.10148	rs12979986	9	6	19	53517344	53519833	2490	1
147670	SMIM17	0.39366	rs10404532	11	7	19	57154527	57168614	14088	1
147685	C19orf18	0.11569	rs7249794	10	7	19	58469805	58485902	16098	-1
147686	ZNF418	0.11569	rs12983829	3	3	19	58433252	58446740	13489	-1
147687	ZNF417	0.11293	rs2042906	2	2	19	58417142	58427978	10837	-1
147694	ZNF548	0.08191	rs4801478	2	2	19	57901218	57913919	12702	1
147699	PPM1N	0.13125	rs4625825	1	1	19	46001731	46005768	4038	1
1477	CSTF1	0.08656	rs2236208	3	3	20	54967427	54979582	12156	1
147710	IGSF23	0.11569	rs2357107	16	9	19	45116940	45140081	23142	1
147719	LYPD4	0.08234	rs1870092	2	2	19	42341150	42348508	7359	-1
147741	ZNF560	0.11817	rs10415281	14	8	19	9577031	9609279	32249	-1
147746	HIPK4	0.09551	rs11670988	1	1	19	40885178	40896094	10917	-1
147798	TMC4	0.1037	rs36656	1	1	19	54663833	54676944	13112	-1
1478	CSTF2	0.08735	rs7061553	9	6	X	100075348	100095924	20577	1
147808	ZNF784	0.08088	rs2292811	1	1	19	56132107	56135941	3835	-1
147837	ZNF563	0.10068	rs11667652	5	4	19	12428291	12444534	16244	-1
147841	SPC24	0.08546	rs7247404	1	1	19	11257831	11266484	8654	-1
147872	CCDC155	0.12356	rs34486765	9	6	19	49891475	49921256	29782	1
1479	CSTF3	0.09226	rs10836028	11	7	11	33106130	33183037	76908	-1
147906	DACT3	0.10214	rs12462946	3	3	19	47150869	47164395	13527	-1
147912	SIX5	0.13622	rs16980013	1	1	19	46268043	46272497	4455	-1
147920	IGFL2	0.14071	rs10420052	10	7	19	46651039	46664561	13523	1
147923	ZNF420	0.10858	rs17707446	13	8	19	37569382	37620662	51281	1
147929	ZNF565	0.09063	rs12460237	3	3	19	36673187	36705986	32800	-1
147945	NLRP4	0.15419	rs12232840	24	11	19	56347944	56393221	45278	1
147948	ZNF582	0.19285	rs2869162	12	8	19	56894648	56904889	10242	-1
147949	ZNF583	0.09551	rs2288862	6	5	19	56915383	56936400	21018	1
147965	FAM98C	0.16059	rs3745963	2	2	19	38893775	38899728	5954	1
147968	CAPN12	0.13012	rs4491650	1	1	19	39220832	39235114	14283	-1
147991	DPY19L3	0.22652	rs12978803	24	11	19	32896655	32976799	80145	1
148	ADRA1A	0.32189	rs11779546	74	14	8	26605667	26722922	117256	-1
148003	LGALS16	0.1472	rs7253676	11	7	19	40146558	40151287	4730	1
148022	TICAM1	0.08785	rs11667267	2	2	19	4815936	4831754	15819	-1
148066	ZNRF4	0.77485	rs2240743	20	10	19	5455426	5456867	1442	1
148103	ZNF599	0.13224	rs4806052	15	9	19	35248979	35264134	15156	-1
148109	FAM187B	0.11293	rs10422195	11	7	19	35715704	35719628	3925	-1
148113	CILP2	0.08647	rs16996148	3	3	19	19649074	19657468	8395	1
148137	C19orf55	0.0897	rs107878	2	2	19	36249044	36260077	11034	1
148156	ZNF558	0.09836	rs2967745	9	6	19	8920382	8933565	13184	-1
148170	CDC42EP5	0.10291	rs11672056	5	4	19	54976210	54984422	8213	-1
148198	ZNF98	0.14794	rs11671804	14	8	19	22573899	22605148	31250	-1
1482	NKX2-5	0.14759	rs17075700	14	8	5	172659107	172662315	3209	-1
148206	ZNF714	0.08921	rs11085431	9	6	19	21264953	21307897	42945	1
148213	ZNF681	0.09907	rs7245872	6	5	19	23921997	23941693	19697	-1
148229	ATP8B3	0.12261	rs1054597	2	2	19	1782074	1812275	30202	-1
148252	DIRAS1	0.08019	rs2110120	1	1	19	2714565	2721390	6826	-1
148254	ZNF555	0.0897	rs11880407	4	4	19	2841433	2860472	19040	1
148266	ZNF569	0.08377	rs8106839	2	2	19	37902059	37958339	56281	-1
148268	ZNF570	0.14913	rs12461941	5	4	19	37959982	37976242	16261	1
148281	SYT6	0.21706	rs7546417	57	14	1	114631914	114696472	64559	-1
148304	C1orf74	0.09011	rs651141	1	1	1	209955662	209957890	2229	-1
148345	C1orf127	0.35479	rs11121667	13	8	1	11006530	11042094	35565	-1
148418	SAMD13	0.10693	rs784830	21	10	1	84764049	84816481	52433	1
148423	C1orf52	0.11088	rs10493763	10	7	1	85715636	85725355	9720	-1
148523	C1orf51	0.07729	rs10888578	1	1	1	150255229	150259501	4273	1
148534	TMEM56	0.32359	rs4950076	12	8	1	95582894	95663163	80270	1
148545	NBPF4	0.0851	rs2152560	1	1	1	108765963	108786703	20741	-1
148581	UBE2U	0.31021	rs825178	27	12	1	64669490	64710027	40538	1
1486	CTBS	0.11667	rs3768247	12	8	1	85018804	85040163	21360	-1
148641	SLC35F3	0.3796	rs1001737	173	15	1	234040679	234460262	419584	1
1487	CTBP1	0.14644	rs1268975	16	9	4	1205228	1242908	37681	-1
148738	HFE2	0.14012	rs16827043	4	4	1	145413191	145417545	4355	1
148741	ANKRD35	0.09094	rs10797650	7	5	1	145549209	145568526	19318	1
148753	FAM163A	0.16024	rs4448484	39	13	1	179712298	179785333	73036	1
148789	B3GALNT2	0.09432	rs291356	11	7	1	235610533	235667781	57249	-1
1488	CTBP2	0.26673	rs1152699	72	14	10	126676418	126849624	173207	-1
148808	MFSD4	0.14815	rs12133326	18	10	1	205538112	205572046	33935	1
148811	PM20D1	0.09977	rs12096500	11	7	1	205797150	205819276	22127	-1
148823	GCSAML	0.11188	rs3844081	6	5	1	247712451	247739859	27409	1
148867	SLC30A7	0.08326	rs6698798	6	5	1	101361632	101447311	85680	1
148870	CCDC27	0.21284	rs12128253	7	5	1	3668965	3688209	19245	1
1489	CTF1	0.08938	rs1046276	2	2	16	30907928	30914881	6954	1
148930	KNCN	0.17272	rs885127	10	7	1	47011316	47016887	5572	-1
148932	MOB3C	0.13219	rs6675720	5	4	1	47073387	47082563	9177	-1
148979	GLIS1	0.17924	rs17382914	85	15	1	53971906	54199877	227972	-1
1490	CTGF	0.14644	rs170881	26	11	6	132269316	132272518	3203	-1
149013	NBPF12	0.27559	rs6686200	12	8	1	146401706	146466121	64416	1
149018	LELP1	0.20454	rs11205222	13	8	1	153175919	153177596	1678	1
149041	RC3H1	0.10693	rs7547880	6	5	1	173900352	173962210	61859	-1
149069	DCDC2B	0.21667	rs35178513	1	1	1	32674695	32681797	7103	1
149076	ZNF362	0.13665	rs6679416	15	9	1	33722174	33766320	44147	1
149095	DCST1	0.07872	rs4845406	2	2	1	155006282	155023406	17125	1
1491	CTH	0.13219	rs17131315	32	12	1	70876901	70905534	28634	1
149111	CNIH3	0.33842	rs12032349	82	15	1	224804179	224928249	124071	1
149175	MANEAL	0.08536	rs12563037	1	1	1	38259774	38267278	7505	1
149233	IL23R	0.13086	rs10489629	31	12	1	67632169	67725662	93494	1
149281	METTL11B	0.14815	rs10800501	26	11	1	170115188	170136923	21736	1
149297	FAM78B	0.18104	rs1316805	60	14	1	166039256	166135958	96703	-1
1493	CTLA4	0.24763	rs10179639	28	12	2	204732511	204738683	6173	1
