chr	geneEntrezID	startpos	endpos	strand	symb	multi_loc	length
11	92105	77589766	77705717	-1	INTS4	False	115952
11	65987	77726761	77734320	-1	KCTD14	False	7560
11	100532726	77726761	77791265	-1	NDUFC2-KCTD14	False	64505
11	7069	77774907	77779403	1	THRSP	False	4497
11	4718	77779393	77791265	-1	NDUFC2	False	11873
11	79053	77811988	77850699	-1	ALG8	False	38712
11	283219	77882298	77899664	-1	KCTD21	False	17367
11	57558	77899858	77925757	1	USP35	False	25900
11	9846	77926336	78128868	-1	GAB2	False	202533
11	79731	78147016	78285909	-1	NARS2	False	138894
11	26011	78364328	79151695	-1	ODZ4	False	787368
11	220382	82443046	82444906	-1	FAM181B	False	1861
11	5547	82535409	82611557	-1	PRCP	False	76149
11	220042	82612737	82645701	1	C11orf82	False	32965
11	27314	82692478	82782884	-1	RAB30	False	90407
11	51585	82868137	82896836	1	PCF11	False	28700
11	338699	82905291	82960013	1	ANKRD42	False	54723
11	60492	82972506	82997377	-1	CCDC90B	False	24872
11	1740	83166055	85338314	-1	DLG2	False	2172260
11	55863	85339622	85347583	1	TMEM126B	False	7962
11	84233	85358963	85367597	1	TMEM126A	False	8635
11	58487	85368608	85376182	-1	CREBZF	False	7575
11	220388	85394893	85397320	-1	CCDC89	False	2428
11	54843	85405264	85522178	-1	SYTL2	False	116915
11	220047	85566144	85631051	1	CCDC83	False	64908
11	8301	85668214	85780923	-1	PICALM	False	112710
11	8726	85955815	85989781	1	EED	False	33967
11	51501	86013253	86056985	1	C11orf73	False	43733
11	60494	86085778	86134151	1	CCDC81	False	48374
11	10873	86152150	86383678	-1	ME3	False	231529
11	11098	86511491	86522275	1	PRSS23	False	10785
11	8322	86656717	86666440	-1	FZD4	False	9724
11	65084	86748886	87039876	1	TMEM135	False	290991
11	23682	87846415	87908635	-1	RAB38	False	62221
11	1075	88026760	88070941	-1	CTSC	False	44182
11	2915	88237744	88796816	-1	GRM5	False	559073
11	7299	88911040	89028927	1	TYR	False	117888
11	50507	89057521	89231363	-1	NOX4	False	173843
11	219595	89392465	89431886	1	FOLH1B	False	39422
11	390231	89443467	89451040	1	TRIM77P	False	7574
11	57093	89530823	89541743	-1	TRIM49	False	10921
11	642446	89603606	89609185	-1	TRIM64B	False	5580
11	399939	89644640	89650878	-1	LOC399939	False	6239
11	729384	89657232	89666231	1	TRIM49L1	False	9000
11	120146	89701672	89707240	1	TRIM64	False	5569
11	642612	89764274	89775193	1	TRIM49L2	False	10920
11	642623	89819118	89820299	1	UBTFL1	False	1182
11	10003	89867818	89925779	1	NAALAD2	False	57962
11	26973	89933597	89956532	-1	CHORDC1	False	22936
11	120114	92085262	92629636	1	FAT3	False	544375
11	4544	92702789	92715948	1	MTNR1B	False	13160
11	120103	92880850	92931095	-1	SLC36A4	False	50246
11	159989	93063883	93171636	1	CCDC67	False	107754
11	56935	93211638	93276546	-1	C11orf75	False	64909
11	85459	93394816	93463522	1	KIAA1731	False	68707
11	79101	93469095	93474703	-1	TAF1D	False	5609
11	28970	93474793	93496247	1	C11orf54	False	21455
11	9440	93517405	93546496	1	MED17	False	29092
11	387804	93553735	93583668	-1	VSTM5	False	29934
11	341208	93754378	93847374	1	HEPHL1	False	92997
11	24145	93862094	93915138	1	PANX1	False	53045
11	390243	94038803	94040858	1	FOLR4	False	2056
11	10888	94110477	94134585	-1	GPR83	False	24109
11	4361	94150466	94227040	-1	MRE11A	False	76575
11	54851	94227153	94232744	1	ANKRD49	False	5592
11	643037	94245695	94265289	1	LOC643037	False	19595
11	2526	94277017	94283064	1	FUT4	False	6048
11	143689	94300474	94354587	1	PIWIL4	False	54114
11	154810	94501508	94609918	1	AMOTL1	False	108411
11	51503	94695787	94706776	-1	CWC15	False	10990
11	55693	94706845	94732678	1	KDM4D	False	25834
11	390245	94758422	94760760	1	KDM4DL	False	2339
11	10929	94800056	94804388	1	SRSF8	False	4333
11	23052	94822974	94865815	1	ENDOD1	False	42842
11	143686	94906133	94964246	-1	SESN3	False	58114
11	143684	95502106	95522954	-1	FAM76B	False	20849
11	9702	95523642	95565854	1	CEP57	False	42213
11	8898	95566044	95657371	-1	MTMR2	False	91328
11	84441	95711440	96076344	-1	MAML2	False	364905
11	79780	96085929	96123083	-1	CCDC82	False	37155
11	8690	96123158	96126727	1	JRKL	False	3570
11	53942	98891871	100227473	1	CNTN5	False	1335603
11	143872	100558407	100861656	1	ARHGAP42	False	303250
11	83935	100862811	100864666	1	TMEM133	False	1856
11	5241	100900355	101000544	-1	PGR	False	100190
11	7225	101322295	101454659	-1	TRPC6	False	132365
11	253935	101761405	101787253	-1	ANGPTL5	False	25849
11	57562	101785746	101871793	1	KIAA1377	False	86048
11	85016	101918169	101955291	1	C11orf70	False	37123
11	10413	101981192	102104154	1	YAP1	False	122963
11	330	102188194	102208465	1	BIRC3	False	20272
11	329	102217966	102249401	1	BIRC2	False	31436
11	114908	102267056	102323775	-1	TMEM123	False	56720
11	4316	102391239	102401478	-1	MMP7	False	10240
11	9313	102447566	102496063	-1	MMP20	False	48498
11	64066	102562415	102576468	-1	MMP27	False	14054
11	4317	102582526	102595685	-1	MMP8	False	13160
11	100128088	102622073	102638486	-1	LOC100128088	False	16414
11	4319	102641233	102651359	-1	MMP10	False	10127
11	4312	102660641	102668966	-1	MMP1	False	8326
11	4314	102706528	102714342	-1	MMP3	False	7815
11	4321	102733464	102745764	-1	MMP12	False	12301
11	4322	102813721	102826463	-1	MMP13	False	12743
11	84259	102921413	102962944	-1	DCUN1D5	False	41532
11	79659	102980160	103350591	1	DYNC2H1	False	370432
11	80310	103777914	104035027	-1	PDGFD	False	257114
11	414301	103907308	103909922	1	DDI1	False	2615
11	100506742	104756445	104769397	-1	CASP12	False	12953
11	837	104813594	104839325	-1	CASP4	False	25732
11	838	104864967	104893895	-1	CASP5	False	28929
11	834	104896235	104905857	-1	CASP1	False	9623
11	114769	104912053	104916051	-1	CARD16	False	3999
11	440068	104963196	104972158	-1	CARD17	False	8963
11	59082	105008448	105010461	-1	CARD18	False	2014
11	2893	105480800	105852819	1	GRIA4	False	372020
11	84437	105878629	105892954	-1	KIAA1826	False	14326
11	143879	105921825	105948465	-1	KBTBD3	False	26641
11	60496	105948292	105969419	1	AASDHPPT	False	21128
11	2977	106557910	106889171	-1	GUCY1A2	False	331262
11	143884	107197071	107328572	-1	CWF19L2	False	131502
11	91801	107373453	107436461	-1	ALKBH8	False	63009
11	55531	107461817	107537505	1	ELMOD1	False	75689
11	6588	107578101	107582787	-1	SLN	False	4687
11	54733	107661717	107729914	-1	SLC35F2	False	68198
11	54734	107799277	107834208	1	RAB39A	False	34932
11	8065	107879408	107978488	1	CUL5	False	99081
11	38	107992258	108018895	1	ACAT1	False	26638
11	4863	108028117	108093365	-1	NPAT	False	65249
11	472	108093559	108239826	1	ATM	False	146268
11	160140	108253727	108338258	-1	C11orf65	False	84532
11	143888	108342833	108369159	-1	KDELC2	False	26327
11	23086	108376158	108464374	-1	EXPH5	False	88217
11	1662	108535816	108811650	1	DDX10	False	275835
11	399947	109292846	109299893	1	C11orf87	False	7048
11	85463	109964087	110042566	1	ZC3H12C	False	78480
11	5962	110100166	110167437	-1	RDX	False	67272
11	2230	110300594	110335605	1	FDX1	False	35012
11	57569	110447766	110583451	-1	ARHGAP20	False	135686
11	341032	111126707	111156973	1	C11orf53	False	30267
11	120376	111169976	111179353	1	C11orf93	False	9378
11	5450	111222980	111250157	-1	POU2AF1	False	27178
11	54766	111338255	111383064	-1	BTG4	False	44810
11	399949	111385510	111407756	1	C11orf88	False	22247
11	143903	111411233	111431788	1	LAYN	False	20556
11	23235	111473170	111597635	1	SIK2	False	124466
11	5519	111597632	111637169	-1	PPP2R1B	False	39538
11	79796	111652919	111742305	-1	ALG9	False	89387
11	91893	111744780	111750181	-1	FDXACB1	False	5402
11	64776	111749948	111754798	1	C11orf1	False	4851
11	1410	111779350	111782473	-1	CRYAB	False	3124
11	3316	111783460	111784817	1	HSPB2	False	1358
11	91894	111789601	111797595	1	C11orf52	False	7995
11	85458	111807927	111893308	1	DIXDC1	False	85382
11	1737	111895538	111935002	1	DLAT	False	39465
11	120379	111934734	111944895	-1	PIH1D2	False	10162
11	55216	111944968	111955874	1	C11orf57	False	10907
11	26521	111955524	111957522	-1	TIMM8B	False	1999
11	6392	111957571	111966518	1	SDHD	False	8948
11	3606	112013976	112034840	-1	IL18	False	20865
11	56158	112038095	112043279	1	TEX12	False	5185
11	83875	112046208	112089652	1	BCO2	False	43445
11	5805	112097088	112104696	1	PTS	False	7609
11	349633	112118876	112131583	-1	C11orf34	False	12708
11	4684	112831969	113149158	1	NCAM1	False	317190
11	54970	113185251	113237114	1	TTC12	False	51864
11	255239	113258513	113271140	1	ANKK1	False	12628
11	1813	113280317	113346001	-1	DRD2	False	65685
11	80975	113558268	113577068	-1	TMPRSS5	False	18801
11	9183	113603909	113644425	-1	ZW10	False	40517
11	644672	113650518	113651207	1	CLDN25	False	690
11	57646	113668597	113746256	-1	USP28	False	77660
11	9177	113775589	113817283	1	HTR3B	False	41695
11	3359	113845797	113861035	1	HTR3A	False	15239
11	7704	113930431	114121398	1	ZBTB16	False	190968
11	4837	114166535	114183238	1	NNMT	False	16704
11	54494	114262170	114271139	-1	C11orf71	False	8970
11	10179	114271384	114279635	1	RBM7	False	8252
11	25996	114310108	114321001	1	REXO2	False	10894
11	120400	114392437	114430580	-1	FAM55A	False	38144
11	54827	114441313	114466484	-1	FAM55D	False	25172
11	120406	114549200	114577652	1	FAM55B	False	28453
11	23705	115044345	115375241	-1	CADM1	False	330897
11	84811	116618886	116643714	-1	BUD13	False	24829
11	8882	116649276	116658739	-1	ZNF259	False	9464
11	116519	116660086	116663136	-1	APOA5	False	3051
11	337	116691418	116694011	-1	APOA4	False	2594
11	345	116700624	116703787	1	APOC3	False	3164
11	335	116706469	116708338	-1	APOA1	False	1870
11	23387	116714118	116968993	-1	SIK3	False	254876
11	5049	117015000	117047610	1	PAFAH1B2	False	32611
11	51092	117049939	117068161	1	SIDT2	False	18223
11	6876	117070040	117075508	1	TAGLN	False	5469
11	9159	117075788	117102811	-1	PCSK7	False	27024
11	257160	117103404	117156404	1	RNF214	False	53001
11	23621	117156402	117186972	-1	BACE1	False	30571
11	22897	117198571	117283982	1	CEP164	False	85412
11	57453	117298489	117667976	-1	DSCAML1	False	369488
11	486	117690790	117698807	-1	FXYD2	False	8018
11	100533181	117690790	117747746	-1	FXYD6-FXYD2	False	56957
11	53826	117707691	117748201	-1	FXYD6	False	40511
11	84000	117771356	117800168	-1	TMPRSS13	False	28813
11	3587	117857106	117872198	1	IL10RA	False	15093
11	56649	117947727	117990558	1	TMPRSS4	False	42832
11	6330	118004092	118023630	-1	SCN4B	False	19539
11	6327	118033519	118047337	-1	SCN2B	False	13819
11	120425	118064442	118095809	-1	AMICA1	False	31368
11	196264	118100336	118123011	-1	MPZL3	False	22676
11	10205	118124131	118135251	-1	MPZL2	False	11121
11	916	118175295	118186890	1	CD3E	False	11596
11	915	118209789	118213459	-1	CD3D	False	3671
11	917	118215059	118224497	1	CD3G	False	9439
11	9354	118230296	118269926	1	UBE4A	False	39631
11	10632	118272104	118280562	1	ATP5L	False	8459
11	4297	118307205	118397539	1	MLL	False	90335
11	143941	118398210	118401740	1	TTC36	False	3531
11	84866	118401803	118417313	1	TMEM25	False	15511
11	56912	118415243	118436791	-1	IFT46	False	21549
11	372	118443102	118473748	1	ARCN1	False	30647
11	23187	118477213	118528741	1	PHLDB1	False	51529
11	11181	118528942	118550381	-1	TREH	False	21440
11	1656	118618472	118661972	-1	DDX6	False	43501
11	643	118754541	118766971	1	CXCR5	False	12431
11	283149	118766849	118781613	-1	BCL9L	False	14765
11	7379	118827008	118829269	1	UPK2	False	2262
11	283150	118842417	118851995	1	FOXR1	False	9579
11	338657	118868852	118886455	1	CCDC84	False	17604
11	6230	118886422	118889057	-1	RPS25	False	2636
11	51399	118889241	118894384	1	TRAPPC4	False	5144
11	2542	118895061	118901616	-1	SLC37A4	False	6556
11	10525	118914896	118927925	-1	HYOU1	False	13030
11	55823	118938493	118952688	1	VPS11	False	14196
11	3145	118955587	118964259	1	HMBS	False	8673
11	3014	118964584	118966177	-1	H2AFX	False	1594
11	1798	118967213	118972785	-1	DPAGT1	False	5573
11	9854	118978093	118987827	1	C2CD2L	False	9735
11	25988	118992288	119005765	1	HINFP	False	13478
11	64137	119019750	119033375	1	ABCG4	False	13626
11	79671	119039440	119054725	1	NLRX1	False	15286
11	79849	119056166	119060932	1	PDZD3	False	4767
11	283152	119060963	119066584	-1	CCDC153	False	5622
11	867	119076990	119178859	1	CBL	False	101870
11	4162	119179234	119187840	-1	MCAM	False	8607
11	79102	119205237	119208022	1	RNF26	False	2786
11	83552	119209652	119217383	-1	MFRP	False	7732
11	114902	119209652	119217383	-1	C1QTNF5	False	7732
11	9099	119225925	119252436	-1	USP2	False	26512
11	7070	119288655	119294246	-1	THY1	False	5592
11	5818	119508808	119599435	-1	PVRL1	False	90628
11	23650	119981994	120008863	-1	TRIM29	False	26870
11	220323	120081747	120100650	1	OAF	False	18904
11	25833	120110951	120190653	1	POU2F3	False	79703
11	219902	120195838	120204388	1	TMEM136	False	8551
11	23365	120207618	120360645	1	ARHGEF12	False	153028
11	2900	120531028	120856969	1	GRIK4	False	325942
11	219899	120894803	120960356	1	TBCEL	False	65554
11	7007	120973375	121061515	1	TECTA	False	88141
11	6309	121163388	121184119	1	SC5DL	False	20732
11	6653	121322912	121504471	1	SORL1	False	181560
11	414899	121986062	121986923	-1	BLID	False	862
11	84959	122526398	122685187	1	UBASH3B	False	158790
11	56253	122709255	122743347	1	CRTAM	False	34093
11	79864	122753473	122830430	1	C11orf63	False	76958
11	390259	122848357	122852379	-1	BSX	False	4023
11	3312	122928200	122932844	-1	HSPA8	False	4645
11	79827	122943020	123066007	-1	CLMP	False	122988
11	57476	123396528	123493518	1	GRAMD1B	False	96991
11	55800	123499895	123525315	-1	SCN3B	False	25421
11	7753	123594997	123612363	-1	ZNF202	False	17367
11	390260	123624288	123625226	-1	OR6X1	False	939
11	390261	123676116	123677057	-1	OR6M1	False	942
11	338661	123753633	123756340	-1	TMEM225	False	2708
11	338662	123777139	123778083	1	OR8D4	False	945
11	219875	123810324	123811280	1	OR4D5	False	957
11	219874	123813574	123814545	-1	OR6T1	False	972
11	219873	123847403	123848398	-1	OR10S1	False	996
11	390264	123886282	123887217	1	OR10G4	False	936
11	219870	123893720	123894655	1	OR10G9	False	936
11	219869	123900330	123901265	1	OR10G8	False	936
11	390265	123908773	123909708	-1	OR10G7	False	936
11	4013	123986111	124017619	1	VWA5A	False	31509
11	26492	124095398	124096312	1	OR8G2	False	915
11	26494	124120423	124121287	1	OR8G1	False	865
11	219865	124134723	124135763	1	OR8G5	False	1041
11	100129069	124135279	124135713	-1	LOC100129069	False	435
11	283159	124179736	124180662	-1	OR8D1	False	927
11	283160	124189158	124190093	-1	OR8D2	False	936
11	26595	124252298	124253239	-1	OR8B2	False	942
11	390271	124266306	124267247	-1	OR8B3	False	942
11	283162	124293838	124294767	-1	OR8B4	False	930
11	26493	124310046	124310981	-1	OR8B8	False	936
11	219858	124412618	124413550	-1	OR8B12	False	933
11	390275	124439965	124440945	1	OR8A1	False	981
11	116337	124481453	124490252	1	PANX3	False	8800
11	84897	124492742	124505822	1	TBRG1	False	13081
11	54414	124505685	124546199	-1	SIAE	False	40515
11	53340	124543740	124564690	1	SPA17	False	20951
11	4900	124609829	124617102	1	NRGN	False	7274
11	23584	124617370	124622109	-1	VSIG2	False	4740
11	90952	124623019	124632223	-1	ESAM	False	9205
11	79684	124636394	124670299	-1	C11orf61	False	33906
11	64221	124735305	124751370	1	ROBO3	False	16066
11	54538	124754114	124767831	-1	ROBO4	False	13718
11	220296	124789145	124806308	-1	HEPACAM	False	17164
11	641654	124789146	124790573	1	HEPN1	False	1428
11	80071	124824017	124911385	1	CCDC15	False	87369
11	219855	124933013	124960412	1	SLC37A2	False	27400
11	219854	124966398	124973205	-1	TMEM218	False	6808
11	63876	125034559	125303285	1	PKNOX2	False	268727
11	9638	125315641	125366206	-1	FEZ1	False	50566
11	9538	125439298	125454575	1	EI24	False	15278
11	3703	125462739	125491280	1	STT3A	False	28542
11	1111	125495036	125546150	1	CHEK1	False	51115
11	56	125542229	125550793	-1	ACRV1	False	8565
11	160065	125616188	125619743	1	PATE1	False	3556
11	399967	125646025	125648714	-1	PATE2	False	2690
11	100169851	125658006	125661495	1	PATE3	False	3490
11	399968	125703211	125709967	1	PATE4	False	6757
11	219844	125753509	125770541	1	HYLS1	False	17033
11	83480	125763380	125773116	-1	PUS3	False	9737
11	29118	125774272	125793005	1	DDX25	False	18734
11	338667	125817319	125826735	1	LOC338667	False	9417
11	50937	125826713	125933187	-1	CDON	False	106475
11	84881	126071989	126081587	-1	RPUSD4	False	9599
11	79607	126081619	126132879	1	FAM118B	False	51261
11	6734	126132814	126138877	-1	SRPR	False	6064
11	55572	126138935	126148027	1	FOXRED1	False	9093
11	114609	126152982	126164828	1	TIRAP	False	11847
11	28960	126173647	126215644	1	DCPS	False	41998
11	6484	126226096	126284533	1	ST3GAL4	False	58438
11	84623	126293396	126870766	-1	KIRREL3	False	577371
11	2113	128328656	128457453	-1	ETS1	False	128798
11	2313	128563811	128683162	1	FLI1	False	119352
11	3758	128707915	128737268	-1	KCNJ1	False	29354
11	3762	128761313	128787964	1	KCNJ5	False	26652
11	219833	128769460	128775592	-1	C11orf45	False	6133
11	63970	128804627	128813294	-1	TP53AIP1	False	8668
11	9743	128834955	129062093	-1	ARHGAP32	False	227139
11	8538	129245881	129322174	1	BARX2	False	76294
11	120224	129685741	129729898	1	TMEM45B	False	44158
11	4798	129733670	129765490	-1	NFRKB	False	31821
11	56980	129769601	129872730	-1	PRDM10	False	103130
11	334	129939716	130014706	1	APLP2	False	74991
11	6768	130029682	130080257	1	ST14	False	50576
11	29068	130096572	130184607	-1	ZBTB44	False	88036
11	11095	130274818	130298539	-1	ADAMTS8	False	23722
11	170689	130318869	130346539	1	ADAMTS15	False	27671
11	399979	130745766	130786382	-1	SNX19	False	40617
11	50863	131240371	132206716	1	NTM	False	966346
11	4978	132284875	133402733	1	OPCML	True	1117859
11	219938	133710517	133715392	-1	SPATA19	False	4876
11	646543	133778459	133782257	-1	LOC646543	False	3799
11	22997	133785185	133826880	-1	IGSF9B	False	41696
11	83700	133938820	134021652	1	JAM3	False	82833
11	23310	134022337	134094426	-1	NCAPD3	False	72090
11	112936	134094561	134117686	1	VPS26B	False	23126
11	29087	134118173	134123260	-1	THYN1	False	5088
11	27034	134123434	134135749	1	ACAD8	False	12316
11	112937	134146275	134189458	1	GLB1L3	False	43184
11	89944	134201768	134246218	1	GLB1L2	False	44451
11	27087	134248398	134281812	-1	B3GAT1	False	33415
12	440073	176049	287626	1	IQSEC3	False	111578
12	6539	299243	323371	-1	SLC6A12	False	24129
12	6540	329789	372039	-1	SLC6A13	False	42251
12	5927	389223	498620	-1	KDM5A	False	109398
12	84318	498516	551808	1	CCDC77	False	53293
12	283358	569543	671058	1	B4GALNT3	False	101516
12	4815	673462	772755	-1	NINJ2	False	99294
12	65125	862089	1020618	1	WNK1	False	158530
12	5893	1021255	1058863	-1	RAD52	False	37609
12	23085	1100404	1605099	1	ERC1	False	504696
12	144699	1675159	1703331	-1	FBXL14	False	28173
12	81029	1726222	1756378	1	WNT5B	False	30157
12	79602	1800247	1897845	1	ADIPOR2	False	97599
12	93589	1901123	2027870	-1	CACNA2D4	False	126748
12	654429	1929433	1945918	1	LRTM2	False	16486
12	196513	2055214	2113677	-1	DCP1B	False	58464
12	775	2162416	2807115	1	CACNA1C	False	644700
12	2288	2904108	2914589	1	FKBP4	False	10482
12	55846	2921787	2934237	1	ITFG2	False	12451
12	83714	2934514	2944221	-1	NRIP2	False	9708
12	2305	2966849	2986303	-1	FOXM1	False	19455
12	83695	2986365	2998626	1	C12orf32	False	12262
12	7289	3000033	3050306	1	TULP3	False	50274
12	7004	3068478	3149842	1	TEAD4	False	81365
12	10867	3186521	3395730	1	TSPAN9	False	209210
12	56341	3600425	3703139	1	PRMT8	False	102715
12	84766	3724494	3862366	-1	EFCAB4B	False	137873
12	57097	3918027	3982608	-1	PARP11	False	64582
12	894	4382902	4414522	1	CCND2	False	31621
12	57103	4430359	4469194	1	C12orf5	False	38836
12	8074	4477393	4488894	-1	FGF23	False	11502
12	2251	4543308	4554780	-1	FGF6	False	11473
12	57102	4596901	4647637	-1	C12orf4	False	50737
12	10635	4647950	4669213	1	RAD51AP1	False	21264
12	8798	4699244	4723041	1	DYRK4	False	23798
12	10566	4724676	4754343	-1	AKAP3	False	29668
12	4704	4758264	4796720	1	NDUFA9	False	38457
12	26290	4829752	4881892	1	GALNT8	False	52141
12	3742	4918342	4960278	1	KCNA6	False	41937
12	3736	5019073	5027422	1	KCNA1	False	8350
12	3741	5153085	5155949	1	KCNA5	False	2865
12	100507271	5343813	5347432	-1	LOC100507271	False	3620
12	4908	5541280	5604465	1	NTF3	False	63186
12	57101	5671817	6055398	-1	ANO2	False	383582
12	7450	6058040	6233836	-1	VWF	False	175797
12	928	6309482	6347437	1	CD9	False	37956
12	55200	6419602	6437672	1	PLEKHG6	False	18071
12	7132	6437923	6451283	-1	TNFRSF1A	False	13361
12	6337	6456009	6486523	-1	SCNN1A	False	30515
12	4055	6493357	6500734	1	LTBR	False	7378
12	939	6554051	6560884	1	CD27	False	6834
12	55080	6561177	6571488	1	TAPBPL	False	10312
12	6843	6571403	6579843	-1	VAMP1	False	8441
12	51258	6601316	6602471	-1	MRPL51	False	1156
12	9918	6603298	6641132	1	NCAPD2	False	37835
12	2597	6643657	6647536	1	GAPDH	False	3880
12	25900	6648694	6665249	-1	IFFO1	False	16556
12	4839	6666037	6677480	-1	NOP2	False	11444
12	1108	6679248	6716551	-1	CHD4	False	37304
12	57121	6728001	6745297	-1	LPAR5	False	17297
12	84519	6747242	6756580	-1	ACRBP	False	9339
12	51147	6759704	6772308	-1	ING4	False	12605
12	171017	6775643	6798738	-1	ZNF384	False	23096
12	196500	6802957	6809812	-1	C12orf53	False	6856
12	50813	6833150	6841041	1	COPS7A	False	7892
12	8079	6857158	6862636	-1	MLF2	False	5479
12	5763	6875541	6880118	1	PTMS	False	4578
12	3902	6881670	6887621	1	LAG3	False	5952
12	920	6898638	6929976	1	CD4	False	31339
12	27239	6930963	6936583	1	GPR162	False	5621
12	10536	6937572	6949018	1	LEPREL2	False	11447
12	2784	6949375	6956557	1	GNB3	False	7183
12	83461	6957972	6960456	-1	CDCA3	False	2485
12	8078	6961285	6975796	1	USP5	False	14512
12	7167	6976584	6980110	1	TPI1	False	3527
12	84727	6980099	6982521	-1	SPSB2	False	2423
12	10233	7013897	7023406	1	LRRC23	False	9510
12	2026	7023614	7032859	1	ENO2	False	9246
12	1822	7033626	7051484	1	ATN1	False	17859
12	113246	7053203	7055165	1	C12orf57	False	1963
12	5777	7055740	7070479	1	PTPN6	False	14740
12	11331	7074515	7079916	-1	PHB2	False	5402
12	10436	7079944	7085165	1	EMG1	False	5222
12	10162	7085347	7125842	-1	LPCAT3	False	40496
12	716	7167980	7178336	1	C1S	False	10357
12	715	7187513	7245043	-1	C1R	True	57531
12	51279	7247146	7261869	-1	C1RL	False	14724
12	83758	7276280	7281466	-1	RBP5	False	5187
12	9746	7282967	7311541	1	CLSTN3	False	28575
12	5830	7341759	7371170	1	PEX5	False	29412
12	341392	7456928	7480969	1	ACSM4	False	24042
12	283316	7507556	7596749	-1	CD163L1	False	89194
12	9332	7623409	7656414	-1	CD163	False	33006
12	339	7801996	7818502	-1	APOBEC1	False	16507
12	9573	7842381	7848360	-1	GDF3	False	5980
12	359787	7864089	7870155	1	DPPA3	False	6067
12	170482	7882011	7902069	-1	CLEC4C	False	20059
12	360030	7917812	7926717	1	NANOGNB	False	8906
12	79923	7941995	7948655	1	NANOG	False	6661
12	144195	7966397	8025495	-1	SLC2A14	False	59099
12	6515	8071824	8088892	-1	SLC2A3	False	17069
12	55810	8185359	8208118	1	FOXJ2	False	22760
12	719	8210919	8218955	-1	C3AR1	False	8037
12	25977	8234807	8250373	1	NECAP1	False	15567
12	50856	8276228	8291203	1	CLEC4A	False	14976
12	440077	8325150	8332642	1	ZNF705A	False	7493
12	55138	8373856	8380214	-1	FAM90A1	False	6359
12	100128402	8381402	8381982	1	LOC100128402	False	581
12	93978	8608591	8630926	1	CLEC6A	False	22336
12	338339	8666136	8674962	1	CLEC4D	False	8827
12	26253	8685901	8693558	-1	CLEC4E	False	7658
12	57379	8754762	8765442	-1	AICDA	False	10681
12	8076	8798540	8815433	-1	MFAP5	False	16894
12	57494	8850518	8929787	1	RIMKLB	False	79270
12	144568	8975150	9029379	1	A2ML1	False	54230
12	1911	9067316	9094063	1	PHC1	False	26748
12	4074	9092957	9102357	-1	M6PR	False	9401
12	10219	9142221	9163343	1	KLRG1	False	21123
12	2	9220304	9268558	-1	A2M	False	48255
12	5858	9301436	9360966	-1	PZP	False	59531
12	728715	9549658	9555094	-1	LOC728715	False	5437
12	408186	9613794	9725776	1	OVOS	False	111983
12	3820	9747870	9760497	-1	KLRB1	False	12628
12	29121	9822308	9852151	1	CLEC2D	False	29844
12	160365	9875091	9885860	-1	CLECL1	False	10770
12	969	9905082	9913497	-1	CD69	False	8416
12	51348	9980077	9997604	1	KLRF1	False	17528
12	9976	10004968	10022458	-1	CLEC2B	False	17491
12	100431172	10034088	10048432	1	KLRF2	False	14345
12	387836	10065826	10084980	-1	CLEC2A	False	19155
12	160364	10103915	10138194	1	CLEC12A	False	34280
12	51266	10145660	10151899	-1	CLEC1B	False	6240
12	387837	10163231	10171399	1	CLEC12B	False	8169
12	283420	10183276	10218565	1	CLEC9A	False	35290
12	51267	10223080	10251605	-1	CLEC1A	False	28526
12	64581	10269376	10282868	-1	CLEC7A	False	13493
12	4973	10310899	10324790	-1	OLR1	False	13892
12	120939	10331557	10344403	1	C12orf59	False	12847
12	23710	10365489	10375727	1	GABARAPL1	False	10239
12	3824	10457050	10469850	1	KLRD1	False	12801
12	22914	10524952	10542653	-1	KLRK1	False	17702
12	100528032	10524952	10562745	-1	KLRC4-KLRK1	False	37794
12	8302	10559983	10562356	-1	KLRC4	False	2374
12	3823	10564914	10573194	-1	KLRC3	False	8281
12	3822	10583198	10588592	-1	KLRC2	False	5395
12	3821	10598627	10607215	-1	KLRC1	False	8589
12	55110	10756364	10766208	-1	MAGOHB	False	9845
12	55359	10771538	10826891	-1	STYK1	False	55354
12	8531	10851676	10875953	-1	CSDA	False	24278
12	50837	10954131	10955226	-1	TAS2R7	False	1096
12	50836	10958650	10959579	-1	TAS2R8	False	930
12	50835	10961693	10962767	-1	TAS2R9	False	1075
12	50839	10977945	10978868	-1	TAS2R10	False	924
12	11272	10998448	11002075	-1	PRR4	False	3628
12	5554	11033560	11036874	-1	PRH1	False	3315
12	50838	11060525	11062161	-1	TAS2R13	False	1637
12	5555	11081834	11087444	1	PRH2	False	5611
12	50840	11090853	11091806	-1	TAS2R14	False	954
12	259296	11138512	11139511	-1	TAS2R50	False	1000
12	259295	11148561	11150474	-1	TAS2R20	False	1914
12	259294	11174271	11175170	-1	TAS2R19	False	900
12	259290	11182986	11184006	-1	TAS2R31	False	1021
12	259292	11213964	11214893	-1	TAS2R46	False	930
12	259289	11243886	11244912	-1	TAS2R43	False	1027
12	259293	11285884	11286843	-1	TAS2R30	False	960
12	353164	11338599	11339543	-1	TAS2R42	False	945
12	5544	11418857	11422641	-1	PRB3	False	3785
12	5545	11460015	11463366	-1	PRB4	False	3352
12	5542	11504757	11508524	-1	PRB1	False	3768
12	653247	11544474	11548498	-1	PRB2	False	4025
