geneEnsemblID	chr	length	cov.HC.CG.length	cov.HC.1000G.length	cov.CG.1000G.length	ChimpOrtholog	ChimpGeneStatus	MouseGeneStatus	KnownChimpOrMouseOrtholog
ENSG00000081307	3	6827	6170	1854	1684	TRUE	KNOWN	KNOWN	TRUE
ENSG00000082684	3	6223	5324	3513	3260	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000082701	3	8006	7124	1345	1302	TRUE	KNOWN	KNOWN	TRUE
ENSG00000082781	3	5989	5472	2446	2280	TRUE	KNOWN	KNOWN	TRUE
ENSG00000082996	3	3654	2993	1236	1129	TRUE	KNOWN	KNOWN	TRUE
ENSG00000083937	3	3106	2948	703	663	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085274	3	5387	5241	1912	1885	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085276	3	9103	8476	4130	3979	TRUE	KNOWN	KNOWN	TRUE
ENSG00000088538	3	8771	8557	6045	5968	TRUE	KNOWN	KNOWN	TRUE
ENSG00000088543	3	3242	3158	562	532	TRUE	KNOWN	KNOWN	TRUE
ENSG00000088726	3	3562	3436	944	905	TRUE	KNOWN	KNOWN	TRUE
ENSG00000088727	3	5867	4766	2471	2844	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000090097	3	3738	3394	1623	1555	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090402	3	6138	5126	5547	4841	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090512	3	2024	1995	1246	1238	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090520	3	6040	5748	1232	1207	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090530	3	5605	4858	2420	1967	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090534	3	1915	1245	655	1168	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090539	3	6620	4639	3669	3238	TRUE	KNOWN	KNOWN	TRUE
ENSG00000091181	3	3434	3279	1431	1385	TRUE	KNOWN	KNOWN	TRUE
ENSG00000091317	3	4413	4023	705	650	TRUE	KNOWN	KNOWN	TRUE
ENSG00000091513	3	8565	7680	2456	2407	TRUE	KNOWN	KNOWN	TRUE
ENSG00000091527	3	4367	3568	941	605	TRUE	KNOWN	KNOWN	TRUE
ENSG00000091972	3	2292	1997	929	979	TRUE	KNOWN	KNOWN	TRUE
ENSG00000091986	3	5305	5109	2791	2830	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000092345	3	3631	3040	1009	941	TRUE	KNOWN	KNOWN	TRUE
ENSG00000093167	3	10674	10005	2320	2303	TRUE	KNOWN	KNOWN	TRUE
ENSG00000093183	3	8159	7724	1186	1090	TRUE	KNOWN	KNOWN	TRUE
ENSG00000093217	3	5343	4482	1658	1573	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113790	3	4735	4662	2315	2302	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113805	3	5109	4895	3128	3069	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113810	3	8464	8030	4345	4148	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113811	3	2165	2082	408	408	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113812	3	4066	3909	2016	2000	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113838	3	3405	3234	1707	1707	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113845	3	2730	2696	1007	1007	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113851	3	7163	6927	1609	1581	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113889	3	3740	3609	2073	2038	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113905	3	5061	4595	1714	1675	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113916	3	5938	5249	2223	2135	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113924	3	2983	2949	1490	1456	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113946	3	3583	3391	1023	1019	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113966	3	2261	2136	635	568	TRUE	KNOWN	KNOWN	TRUE
ENSG00000113971	3	13286	12253	6550	6021	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114013	3	3430	3398	1089	1084	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114019	3	5984	4598	2474	1739	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114021	3	3234	2869	923	927	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114023	3	3794	3605	450	525	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114026	3	4022	3959	2035	2026	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114030	3	8451	8127	1698	1672	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114054	3	7532	7405	1756	1704	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114098	3	9835	8944	2197	2250	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114107	3	4421	4197	1947	1814	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114113	3	845	832	523	510	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114115	3	3905	3828	636	628	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114120	3	9229	8349	1140	987	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114124	3	3239	3073	1757	1671	TRUE	KNOWN	NULL	TRUE
ENSG00000114125	3	3147	2939	435	376	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114126	3	11895	11257	1502	1434	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114127	3	11982	11175	5301	5114	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114166	3	5634	4662	2378	2233	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114200	3	3082	2876	1875	1811	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114204	3	2835	2705	1470	1402	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114209	3	3275	2899	754	754	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114248	3	3113	2840	1719	1685	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114251	3	6904	6202	1087	1144	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114268	3	6153	6025	1542	1489	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114270	3	11071	10764	9622	9382	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114279	3	4868	4138	882	854	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114302	3	6644	5629	1327	1095	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114315	3	2062	1720	925	647	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114316	3	6659	5848	3041	2925	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114331	3	11088	10224	2535	2330	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114346	3	5499	5284	2815	2777	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114349	3	2754	2192	1115	763	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114353	3	7650	6857	1458	1400	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114354	3	4923	4303	1320	1148	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114378	3	3132	2767	1359	1333	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114383	3	2406	2352	890	868	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114388	3	3677	3585	1786	1785	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114391	3	2682	2635	804	804	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114395	3	2076	1896	1050	910	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114405	3	4430	4230	509	473	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114416	3	6463	6127	2211	2116	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114423	3	12148	11474	3266	3208	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114439	3	11927	11084	2813	2809	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114446	3	3766	3390	1514	1381	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114450	3	3922	3470	1061	1034	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114455	3	3588	3530	1397	1395	TRUE	KNOWN_BY_PROJECTION	NULL	FALSE
ENSG00000114473	3	7474	6695	1556	1540	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114480	3	5171	4892	2332	2273	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114487	3	3764	3560	3092	3017	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114491	3	3499	3401	1556	1496	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114503	3	5114	4811	721	678	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114520	3	2702	2433	1424	1285	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114529	3	6021	5895	681	647	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114541	3	10016	9033	3252	3012	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114544	3	6592	5437	2080	2039	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114547	3	4048	3507	816	739	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114554	3	10944	8630	5305	4786	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114573	3	5216	4712	1899	1804	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114626	3	6154	4883	2005	2235	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114631	3	2186	1502	1535	1596	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114638	3	2266	2251	843	841	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114646	3	4366	3225	1700	1528	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114648	3	7065	6983	1829	1788	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114650	3	6301	4928	3968	3550	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114654	3	2945	2054	565	518	FALSE	NA	NA	FALSE
ENSG00000114656	3	7811	7089	1584	1453	TRUE	KNOWN	NULL	TRUE
ENSG00000114670	3	5308	5250	2244	2234	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114686	3	2703	2605	1151	1147	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114698	3	4227	3403	1123	1086	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114735	3	8192	7776	1120	1258	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114737	3	5112	4919	948	882	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114738	3	3913	3341	1354	1302	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114739	3	6059	5355	1673	1461	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114742	3	7481	7211	2216	2160	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114744	3	4901	4577	816	728	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114745	3	6256	5755	1999	1837	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114757	3	10180	9547	2039	1944	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114767	3	1578	1468	1487	1393	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114770	3	11441	10950	4807	4816	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114771	3	1664	1531	1338	1254	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114779	3	3161	3117	811	800	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114784	3	1912	1802	578	534	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114786	3	2226	2087	1813	1707	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114790	3	5489	4798	2584	2436	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114796	3	5118	4679	1867	1828	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114805	3	7173	7065	5065	5013	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114812	3	7378	6909	1547	1394	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114841	3	13872	13717	13108	12955	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114850	3	4627	4381	743	700	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114853	3	5507	4306	842	656	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114854	3	1168	1168	624	624	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114857	3	17350	16083	4900	4720	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000114859	3	4290	3992	2945	2994	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114861	3	13359	11735	2429	2251	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114867	3	8257	7638	5900	5708	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114902	3	2344	2040	496	494	TRUE	KNOWN	KNOWN	TRUE
ENSG00000114904	3	4056	3940	2524	2474	TRUE	KNOWN	KNOWN	TRUE
ENSG00000118007	3	7819	7380	3926	3774	TRUE	KNOWN	KNOWN	TRUE
ENSG00000118017	3	1771	1754	1102	1099	TRUE	KNOWN	KNOWN	TRUE
ENSG00000118849	3	2236	1292	835	731	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000118855	3	5501	4969	1845	1506	TRUE	KNOWN	KNOWN	TRUE
ENSG00000119227	3	3211	2451	1532	1577	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000119231	3	7035	6665	2331	2307	TRUE	KNOWN	KNOWN	TRUE
ENSG00000120742	3	5747	5139	401	399	TRUE	KNOWN	KNOWN	TRUE
ENSG00000120756	3	5294	4973	1968	1933	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121440	3	6136	5187	3341	2550	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121542	3	4698	4581	972	942	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000121552	3	1373	1317	440	440	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121570	3	4996	4691	1173	1105	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121577	3	2445	2137	1267	1156	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121578	3	7145	6592	1203	1190	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000121579	3	3897	3349	588	650	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121594	3	3201	3164	923	910	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121797	3	2361	2348	1080	1079	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121807	3	3733	3699	1172	1168	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121853	3	1246	1190	1203	1152	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121858	3	3473	3319	1003	983	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121864	3	3811	3274	1511	1340	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121871	3	4892	4287	2988	2942	TRUE	KNOWN	KNOWN	TRUE
ENSG00000121879	3	9411	8064	3277	3158	TRUE	KNOWN	KNOWN	TRUE
ENSG00000122068	3	4875	3845	1006	885	TRUE	KNOWN	KNOWN	TRUE
ENSG00000125037	3	4270	4044	922	919	TRUE	KNOWN	KNOWN	TRUE
ENSG00000125046	3	6279	5386	1205	989	TRUE	KNOWN	KNOWN	TRUE
ENSG00000126062	3	2197	2156	1149	1113	TRUE	KNOWN	KNOWN	TRUE
ENSG00000127241	3	12292	11877	3394	3358	TRUE	KNOWN	KNOWN	TRUE
ENSG00000127249	3	6013	5869	3760	3711	TRUE	KNOWN	KNOWN	TRUE
ENSG00000127252	3	1169	873	516	497	TRUE	KNOWN	KNOWN	TRUE
ENSG00000129048	3	2273	1813	1233	1082	TRUE	KNOWN	KNOWN	TRUE
ENSG00000129055	3	2359	2327	333	333	TRUE	KNOWN	KNOWN	TRUE
ENSG00000129071	3	3212	3119	1966	1961	TRUE	KNOWN	KNOWN	TRUE
ENSG00000129810	3	3823	2985	1609	1682	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131368	3	5383	5140	867	851	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000131370	3	4159	3719	1512	1381	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000131373	3	3034	2823	1877	1728	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131374	3	10024	9057	2447	2221	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131375	3	5598	5114	2630	2546	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131378	3	4437	3940	1816	1695	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131379	3	3492	3292	2804	2633	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131381	3	7921	7660	2512	2342	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131386	3	5679	5554	2068	2004	TRUE	KNOWN	KNOWN	TRUE
ENSG00000131389	3	8262	6823	1908	1834	TRUE	KNOWN	KNOWN	TRUE
ENSG00000132153	3	7735	6359	3938	3368	TRUE	KNOWN	KNOWN	TRUE
ENSG00000132155	3	7847	7492	2331	2283	TRUE	KNOWN	KNOWN	TRUE
ENSG00000132164	3	6700	6243	2033	1758	TRUE	KNOWN	KNOWN	TRUE
ENSG00000132170	3	4046	3742	1689	1670	TRUE	KNOWN	KNOWN	TRUE
ENSG00000132182	3	8180	7660	5759	5450	TRUE	KNOWN	KNOWN	TRUE
ENSG00000132394	3	2417	2200	1837	1657	TRUE	KNOWN	KNOWN	TRUE
ENSG00000133657	3	10099	9529	3794	3717	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134070	3	3483	2826	1778	1742	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134072	3	2720	2490	1403	1309	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134077	3	5369	5204	1623	1650	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134086	3	4213	3616	476	523	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000134107	3	3837	2859	1258	1329	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134108	3	3575	3233	699	584	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134109	3	6758	5765	1664	1501	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134115	3	5589	5306	3202	3078	TRUE	KNOWN	KNOWN	TRUE
ENSG00000134121	3	11845	11037	3763	3684	TRUE	KNOWN	KNOWN	TRUE
ENSG00000136059	3	6476	5578	2912	3089	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000136068	3	13956	13365	8302	7902	TRUE	KNOWN	KNOWN	TRUE
ENSG00000136514	3	1554	1554	821	821	TRUE	KNOWN	KNOWN	TRUE
ENSG00000136518	3	3675	3367	1605	1486	TRUE	KNOWN	KNOWN	TRUE
ENSG00000136521	3	5871	5457	804	797	TRUE	KNOWN	KNOWN	TRUE
ENSG00000136522	3	1370	1354	841	841	TRUE	KNOWN	KNOWN	TRUE
ENSG00000136527	3	11769	11510	1109	1071	TRUE	KNOWN	KNOWN	TRUE
ENSG00000136603	3	4810	4434	2179	2172	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138231	3	3160	2999	1688	1670	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138246	3	9562	9261	6836	6724	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138271	3	1608	1580	1139	1113	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138459	3	4853	4675	1376	1361	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138463	3	3596	3200	1468	1214	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138468	3	6396	5402	3377	3007	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138472	3	1180	1047	641	707	TRUE	KNOWN_BY_PROJECTION	NULL	FALSE
ENSG00000138483	3	1294	1294	1080	1080	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138495	3	2172	2056	602	527	TRUE	KNOWN	KNOWN	TRUE
ENSG00000138496	3	8903	8797	2982	2946	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144455	3	6999	6357	1166	1109	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144550	3	2332	2002	1701	1688	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000144554	3	8378	7689	4695	4295	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000144559	3	5925	5725	1249	1245	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144560	3	6698	5622	958	1108	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000144566	3	3785	3221	814	801	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144597	3	4690	4464	852	824	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144619	3	9130	8591	3416	3350	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144635	3	6132	4958	1878	1417	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144642	3	10352	9148	1594	1495	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144644	3	7330	6623	1125	1091	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144645	3	11976	11318	2518	2235	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144647	3	2668	2326	1800	1712	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144648	3	7807	7408	1278	1250	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144649	3	4411	4167	0	0	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144655	3	3250	2978	1835	1817	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144659	3	1988	1889	1029	1000	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144668	3	8277	7579	3207	2926	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144671	3	3659	3323	2014	1903	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144674	3	10723	10103	6960	6697	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144677	3	5796	5236	835	711	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144681	3	4396	4052	1302	1242	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144711	3	8025	6576	2994	2752	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144712	3	5478	4858	3548	3195	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144713	3	3720	3629	814	807	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144724	3	14629	13477	4463	4321	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144730	3	9576	8990	2194	2165	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144736	3	5841	5694	1854	1777	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144741	3	5840	5523	1403	1292	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144744	3	4001	3419	1562	1390	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144746	3	2522	2341	643	627	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144747	3	7059	6459	3399	3302	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144749	3	7032	5872	3139	2998	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144771	3	1584	1517	1131	1145	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000144791	3	12673	11932	2157	2003	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144792	3	6513	6260	1080	1069	TRUE	KNOWN_BY_PROJECTION	NULL	FALSE
ENSG00000144802	3	5902	4861	2447	2109	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144810	3	9408	8670	2244	2221	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144815	3	9474	9054	1718	1697	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144820	3	4091	4004	2505	2480	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144821	3	7694	7399	5953	5666	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144824	3	12141	11413	3962	3797	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144827	3	3021	2393	1008	1007	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144834	3	1791	1687	679	679	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144837	3	2202	2158	1461	1457	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144840	3	4684	4107	775	764	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144843	3	4615	4346	1167	1136	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144847	3	4883	4464	1483	1460	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144848	3	6111	5666	1281	1205	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144852	3	5381	5324	1546	1530	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144857	3	10327	8452	3190	3586	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000144867	3	3369	3216	934	843	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144868	3	8425	7596	1542	1731	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144891	3	3478	2957	1272	1247	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144893	3	12619	11231	6903	6400	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144895	3	4131	3943	1857	1835	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144908	3	13705	12804	3110	3157	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144909	3	4191	3973	2307	2253	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144935	3	4768	3859	2328	2155	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144959	3	4808	4631	1417	1378	TRUE	KNOWN	KNOWN	TRUE
ENSG00000144962	3	2106	2063	1787	1757	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145012	3	25536	23891	1961	1928	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145014	3	4561	3977	1376	1195	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145016	3	8613	7989	3278	3063	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145020	3	4561	4492	1842	1823	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145022	3	2747	2642	441	434	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145029	3	2929	2874	796	773	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145040	3	1481	1367	360	342	FALSE	NA	NA	FALSE
ENSG00000145041	3	6682	6142	4183	3967	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145050	3	2111	1578	707	587	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145075	3	7695	7241	3069	2967	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000145087	3	11085	10696	3658	3556	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145088	3	1770	1493	862	696	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145103	3	2953	2754	1644	1527	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145107	3	2046	2011	836	836	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145113	3	21329	3598	1621	6367	FALSE	NA	NA	FALSE
ENSG00000145191	3	5975	5879	2785	2724	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145192	3	2353	2237	1196	1124	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145194	3	6552	6200	3584	3424	TRUE	KNOWN	KNOWN	TRUE
ENSG00000145198	3	5730	4909	35	30	TRUE	KNOWN	KNOWN	TRUE
ENSG00000150995	3	12902	12495	8256	8375	TRUE	KNOWN	KNOWN	TRUE
ENSG00000151090	3	8817	8322	1881	1872	TRUE	KNOWN	KNOWN	TRUE
ENSG00000151092	3	8326	7655	2233	1966	TRUE	KNOWN	KNOWN	TRUE
ENSG00000151093	3	2486	2391	1525	1476	TRUE	KNOWN	KNOWN	TRUE
ENSG00000151276	3	8795	7741	4722	4431	TRUE	KNOWN	KNOWN	TRUE
ENSG00000151576	3	8054	7805	1588	1505	TRUE	KNOWN	KNOWN	TRUE
ENSG00000151577	3	2101	2083	1290	1274	TRUE	KNOWN	KNOWN	TRUE
